Id,Name,DryLiquid,Nitrogen,Phosphorous,Potassium,SortNum,StaticDataVersionId
28,Ammonium phosphate-sulfate (16-20-0),dry,16,20,0,100,1
29,Calcium nitrate (15.5-0-0-18Ca),dry,15.5,0,0,100,1
30,Sulphur coated urea (40-0-0),dry,40,0,0,100,1
11,Feather meal (12-0-0),dry,12,0,0,300,1
32,"8-24-24",dry,8,24,24,100,1
27,Liquid urea (23-0-0),liquid,23,0,0,100,1
31,"8-18-22",dry,8,18,22,100,1
26,Phosphoric acid (0-54-0),liquid,0,54,0,100,1
8,Blood meal (12-1-1),dry,12,1,1,300,1
24,"20.5-5-0",liquid,20.5,5,0,200,1
1,Urea (46-0-0),dry,46,0,0,10,1
2,"10-16-18",dry,10,16,18,200,1
3,"18-18-18",dry,18,18,18,200,1
4,"18-9-9",dry,18,9,9,200,1
5,"30-10-0-7S",dry,30,10,0,200,1
6,Ammonium nitrate (34-0-0),dry,34,0,0,100,1
7,Ammonium sulphate (21-0-0-24S),dry,21,0,0,100,1
9,Bone meal (3-20-0),dry,3,20,0,300,1
25,"0-0-15-9.7S",liquid,0,0,15,200,1
12,Fish meal (10-6-2),dry,10,6,2,300,1
10,"Diammonium phosphate (DAP, 18-46-0)",dry,18,46,0,100,1
14,"Monoammonium phosphate (MAP, 11-52-0)",dry,11,52,0,100,1
15,Muriate of potash (0-0-62),dry,0,0,62,100,1
16,Sulphate of potash (0-0-50-17S),dry,0,0,50,100,1
17,Anhydrous ammonia (82-0-0),dry,82,0,0,100,1
18,Ammonium polyphosphate (10-34-0),liquid,10,34,0,100,1
19,Urea ammonium nitrate (UAN 32-0-0),liquid,32,0,0,100,1
20,Urea ammonium nitrate (UAN 30-0-0),liquid,30,0,0,100,1
21,Urea ammonium nitrate (UAN 28-0-0),liquid,28,0,0,100,1
22,"3-18-18",liquid,3,18,18,200,1
23,"12-0-0-26S",liquid,12,0,0,200,1
13,Greensand (0-1-6),dry,0,1,6,300,1
15,Muriate of potash (0-0-62),dry,0,0,62,100,2
25,"0-0-15-9.7S",liquid,0,0,15,200,2
12,Fish meal (10-6-2),dry,10,6,2,300,2
10,"Diammonium phosphate (DAP, 18-46-0)",dry,18,46,0,100,2
14,"Monoammonium phosphate (MAP, 11-52-0)",dry,11,52,0,100,2
16,Sulphate of potash (0-0-50-17S),dry,0,0,50,100,2
13,Greensand (0-1-6),dry,0,1,6,300,2
19,Urea ammonium nitrate (UAN 32-0-0),liquid,32,0,0,100,2
20,Urea ammonium nitrate (UAN 30-0-0),liquid,30,0,0,100,2
21,Urea ammonium nitrate (UAN 28-0-0),liquid,28,0,0,100,2
22,"3-18-18",liquid,3,18,18,200,2
23,"12-0-0-26S",liquid,12,0,0,200,2
9,Bone meal (3-20-0),dry,3,20,0,300,2
18,Ammonium polyphosphate (10-34-0),liquid,10,34,0,100,2
7,Ammonium sulphate (21-0-0-24S),dry,21,0,0,100,2
17,Anhydrous ammonia (82-0-0),dry,82,0,0,100,2
5,"30-10-0-7S",dry,30,10,0,200,2
28,Ammonium phosphate-sulfate (16-20-0),dry,16,20,0,100,2
29,Calcium nitrate (15.5-0-0-18Ca),dry,15.5,0,0,100,2
30,Sulphur coated urea (40-0-0),dry,40,0,0,100,2
11,Feather meal (12-0-0),dry,12,0,0,300,2
32,"8-24-24",dry,8,24,24,100,2
27,Liquid urea (23-0-0),liquid,23,0,0,100,2
31,"8-18-22",dry,8,18,22,100,2
6,Ammonium nitrate (34-0-0),dry,34,0,0,100,2
26,Phosphoric acid (0-54-0),liquid,0,54,0,100,2
8,Blood meal (12-1-1),dry,12,1,1,300,2
24,"20.5-5-0",liquid,20.5,5,0,200,2
1,Urea (46-0-0),dry,46,0,0,10,2
2,"10-16-18",dry,10,16,18,200,2
3,"18-18-18",dry,18,18,18,200,2
4,"18-9-9",dry,18,9,9,200,2
27,Liquid urea (23-0-0),liquid,23,0,0,100,3
29,Calcium nitrate (15.5-0-0-18Ca),dry,15.5,0,0,100,3
30,Sulphur coated urea (40-0-0),dry,40,0,0,100,3
11,Feather meal (12-0-0),dry,12,0,0,300,3
32,"8-24-24",dry,8,24,24,100,3
31,"8-18-22",dry,8,18,22,100,3
4,"18-9-9",dry,18,9,9,200,3
8,Blood meal (12-1-1),dry,12,1,1,300,3
24,"20.5-5-0",liquid,20.5,5,0,200,3
1,Urea (46-0-0),dry,46,0,0,10,3
2,"10-16-18",dry,10,16,18,200,3
3,"18-18-18",dry,18,18,18,200,3
28,Ammonium phosphate-sulfate (16-20-0),dry,16,20,0,100,3
26,Phosphoric acid (0-54-0),liquid,0,54,0,100,3
5,"30-10-0-7S",dry,30,10,0,200,3
6,Ammonium nitrate (34-0-0),dry,34,0,0,100,3
7,Ammonium sulphate (21-0-0-24S),dry,21,0,0,100,3
15,Muriate of potash (0-0-62),dry,0,0,62,100,3
25,"0-0-15-9.7S",liquid,0,0,15,200,3
12,Fish meal (10-6-2),dry,10,6,2,300,3
10,"Diammonium phosphate (DAP, 18-46-0)",dry,18,46,0,100,3
14,"Monoammonium phosphate (MAP, 11-52-0)",dry,11,52,0,100,3
16,Sulphate of potash (0-0-50-17S),dry,0,0,50,100,3
13,Greensand (0-1-6),dry,0,1,6,300,3
17,Anhydrous ammonia (82-0-0),dry,82,0,0,100,3
19,Urea ammonium nitrate (UAN 32-0-0),liquid,32,0,0,100,3
20,Urea ammonium nitrate (UAN 30-0-0),liquid,30,0,0,100,3
21,Urea ammonium nitrate (UAN 28-0-0),liquid,28,0,0,100,3
22,"3-18-18",liquid,3,18,18,200,3
23,"12-0-0-26S",liquid,12,0,0,200,3
9,Bone meal (3-20-0),dry,3,20,0,300,3
18,Ammonium polyphosphate (10-34-0),liquid,10,34,0,100,3
16,Sulphate of potash (0-0-50-17S),dry,0,0,50,100,4
25,"0-0-15-9.7S",liquid,0,0,15,200,4
12,Fish meal (10-6-2),dry,10,6,2,300,4
10,"Diammonium phosphate (DAP, 18-46-0)",dry,18,46,0,100,4
14,"Monoammonium phosphate (MAP, 11-52-0)",dry,11,52,0,100,4
13,Greensand (0-1-6),dry,0,1,6,300,4
18,Ammonium polyphosphate (10-34-0),liquid,10,34,0,100,4
20,Urea ammonium nitrate (UAN 30-0-0),liquid,30,0,0,100,4
21,Urea ammonium nitrate (UAN 28-0-0),liquid,28,0,0,100,4
22,"3-18-18",liquid,3,18,18,200,4
23,"12-0-0-26S",liquid,12,0,0,200,4
9,Bone meal (3-20-0),dry,3,20,0,300,4
15,Muriate of potash (0-0-62),dry,0,0,62,100,4
19,Urea ammonium nitrate (UAN 32-0-0),liquid,32,0,0,100,4
7,Ammonium sulphate (21-0-0-24S),dry,21,0,0,100,4
17,Anhydrous ammonia (82-0-0),dry,82,0,0,100,4
5,"30-10-0-7S",dry,30,10,0,200,4
27,Liquid urea (23-0-0),liquid,23,0,0,100,4
29,Calcium nitrate (15.5-0-0-18Ca),dry,15.5,0,0,100,4
30,Sulphur coated urea (40-0-0),dry,40,0,0,100,4
11,Feather meal (12-0-0),dry,12,0,0,300,4
32,"8-24-24",dry,8,24,24,100,4
31,"8-18-22",dry,8,18,22,100,4
4,"18-9-9",dry,18,9,9,200,4
6,Ammonium nitrate (34-0-0),dry,34,0,0,100,4
8,Blood meal (12-1-1),dry,12,1,1,300,4
24,"20.5-5-0",liquid,20.5,5,0,200,4
1,Urea (46-0-0),dry,46,0,0,10,4
2,"10-16-18",dry,10,16,18,200,4
3,"18-18-18",dry,18,18,18,200,4
28,Ammonium phosphate-sulfate (16-20-0),dry,16,20,0,100,4
26,Phosphoric acid (0-54-0),liquid,0,54,0,100,4
31,"8-18-22",dry,8,18,22,100,5
29,Calcium nitrate (15.5-0-0-18Ca),dry,15.5,0,0,100,5
30,Sulphur coated urea (40-0-0),dry,40,0,0,100,5
11,Feather meal (12-0-0),dry,12,0,0,300,5
32,"8-24-24",dry,8,24,24,100,5
4,"18-9-9",dry,18,9,9,200,5
26,Phosphoric acid (0-54-0),liquid,0,54,0,100,5
24,"20.5-5-0",liquid,20.5,5,0,200,5
1,Urea (46-0-0),dry,46,0,0,10,5
2,"10-16-18",dry,10,16,18,200,5
3,"18-18-18",dry,18,18,18,200,5
28,Ammonium phosphate-sulfate (16-20-0),dry,16,20,0,100,5
27,Liquid urea (23-0-0),liquid,23,0,0,100,5
6,Ammonium nitrate (34-0-0),dry,34,0,0,100,5
5,"30-10-0-7S",dry,30,10,0,200,5
8,Blood meal (12-1-1),dry,12,1,1,300,5
7,Ammonium sulphate (21-0-0-24S),dry,21,0,0,100,5
16,Sulphate of potash (0-0-50-17S),dry,0,0,50,100,5
25,"0-0-15-9.7S",liquid,0,0,15,200,5
12,Fish meal (10-6-2),dry,10,6,2,300,5
10,"Diammonium phosphate (DAP, 18-46-0)",dry,18,46,0,100,5
14,"Monoammonium phosphate (MAP, 11-52-0)",dry,11,52,0,100,5
13,Greensand (0-1-6),dry,0,1,6,300,5
18,Ammonium polyphosphate (10-34-0),liquid,10,34,0,100,5
17,Anhydrous ammonia (82-0-0),dry,82,0,0,100,5
21,Urea ammonium nitrate (UAN 28-0-0),liquid,28,0,0,100,5
22,"3-18-18",liquid,3,18,18,200,5
23,"12-0-0-26S",liquid,12,0,0,200,5
9,Bone meal (3-20-0),dry,3,20,0,300,5
15,Muriate of potash (0-0-62),dry,0,0,62,100,5
19,Urea ammonium nitrate (UAN 32-0-0),liquid,32,0,0,100,5
20,Urea ammonium nitrate (UAN 30-0-0),liquid,30,0,0,100,5
13,Greensand (0-1-6),dry,0,1,6,300,6
25,"0-0-15-9.7S",liquid,0,0,15,200,6
12,Fish meal (10-6-2),dry,10,6,2,300,6
10,"Diammonium phosphate (DAP, 18-46-0)",dry,18,46,0,100,6
14,"Monoammonium phosphate (MAP, 11-52-0)",dry,11,52,0,100,6
18,Ammonium polyphosphate (10-34-0),liquid,10,34,0,100,6
20,Urea ammonium nitrate (UAN 30-0-0),liquid,30,0,0,100,6
22,"3-18-18",liquid,3,18,18,200,6
23,"12-0-0-26S",liquid,12,0,0,200,6
9,Bone meal (3-20-0),dry,3,20,0,300,6
15,Muriate of potash (0-0-62),dry,0,0,62,100,6
19,Urea ammonium nitrate (UAN 32-0-0),liquid,32,0,0,100,6
16,Sulphate of potash (0-0-50-17S),dry,0,0,50,100,6
17,Anhydrous ammonia (82-0-0),dry,82,0,0,100,6
7,Ammonium sulphate (21-0-0-24S),dry,21,0,0,100,6
21,Urea ammonium nitrate (UAN 28-0-0),liquid,28,0,0,100,6
5,"30-10-0-7S",dry,30,10,0,200,6
31,"8-18-22",dry,8,18,22,100,6
29,Calcium nitrate (15.5-0-0-18Ca),dry,15.5,0,0,100,6
30,Sulphur coated urea (40-0-0),dry,40,0,0,100,6
11,Feather meal (12-0-0),dry,12,0,0,300,6
32,"8-24-24",dry,8,24,24,100,6
4,"18-9-9",dry,18,9,9,200,6
26,Phosphoric acid (0-54-0),liquid,0,54,0,100,6
8,Blood meal (12-1-1),dry,12,1,1,300,6
1,Urea (46-0-0),dry,46,0,0,10,6
2,"10-16-18",dry,10,16,18,200,6
3,"18-18-18",dry,18,18,18,200,6
28,Ammonium phosphate-sulfate (16-20-0),dry,16,20,0,100,6
27,Liquid urea (23-0-0),liquid,23,0,0,100,6
6,Ammonium nitrate (34-0-0),dry,34,0,0,100,6
24,"20.5-5-0",liquid,20.5,5,0,200,6
30,Sulphur coated urea (40-0-0),dry,40.0,0.0,0.0,100,7
11,Feather meal (12-0-0),dry,12.0,0.0,0.0,300,7
32,"8-24-24",dry,8.0,24.0,24.0,100,7
31,"8-18-22",dry,8.0,18.0,22.0,100,7
4,"18-9-9",dry,18.0,9.0,9.0,200,7
6,Ammonium nitrate (34-0-0),dry,34.0,0.0,0.0,100,7
26,Phosphoric acid (0-54-0),liquid,0.0,54.0,0.0,100,7
24,"20.5-5-0",liquid,20.5,5.0,0.0,200,7
1,Urea (46-0-0),dry,46.0,0.0,0.0,10,7
2,"10-16-18",dry,10.0,16.0,18.0,200,7
3,"18-18-18",dry,18.0,18.0,18.0,200,7
28,Ammonium phosphate-sulfate (16-20-0),dry,16.0,20.0,0.0,100,7
29,Calcium nitrate (15.5-0-0-18Ca),dry,15.5,0.0,0.0,100,7
8,Blood meal (12-1-1),dry,12.0,1.0,1.0,300,7
5,"30-10-0-7S",dry,30.0,10.0,0.0,200,7
27,Liquid urea (23-0-0),liquid,23.0,0.0,0.0,100,7
7,Ammonium sulphate (21-0-0-24S),dry,21.0,0.0,0.0,100,7
16,Sulphate of potash (0-0-50-17S),dry,0.0,0.0,50.0,100,7
25,"0-0-15-9.7S",liquid,0.0,0.0,15.0,200,7
12,Fish meal (10-6-2),dry,10.0,6.0,2.0,300,7
10,"Diammonium phosphate (DAP, 18-46-0)",dry,18.0,46.0,0.0,100,7
14,"Monoammonium phosphate (MAP, 11-52-0)",dry,11.0,52.0,0.0,100,7
13,Greensand (0-1-6),dry,0.0,1.0,6.0,300,7
18,Ammonium polyphosphate (10-34-0),liquid,10.0,34.0,0.0,100,7
17,Anhydrous ammonia (82-0-0),dry,82.0,0.0,0.0,100,7
21,Urea ammonium nitrate (UAN 28-0-0),liquid,28.0,0.0,0.0,100,7
22,"3-18-18",liquid,3.0,18.0,18.0,200,7
23,"12-0-0-26S",liquid,12.0,0.0,0.0,200,7
9,Bone meal (3-20-0),dry,3.0,20.0,0.0,300,7
15,Muriate of potash (0-0-62),dry,0.0,0.0,62.0,100,7
19,Urea ammonium nitrate (UAN 32-0-0),liquid,32.0,0.0,0.0,100,7
20,Urea ammonium nitrate (UAN 30-0-0),liquid,30.0,0.0,0.0,100,7
29,Calcium nitrate (15.5-0-0-18Ca),dry,15.5,0.0,0.0,100,8
28,Ammonium phosphate-sulfate (16-20-0),dry,16.0,20.0,0.0,100,8
3,"18-18-18",dry,18.0,18.0,18.0,200,8
2,"10-16-18",dry,10.0,16.0,18.0,200,8
1,Urea (46-0-0),dry,46.0,0.0,0.0,10,8
24,"20.5-5-0",liquid,20.5,5.0,0.0,200,8
30,Sulphur coated urea (40-0-0),dry,40.0,0.0,0.0,100,8
6,Ammonium nitrate (34-0-0),dry,34.0,0.0,0.0,100,8
4,"18-9-9",dry,18.0,9.0,9.0,200,8
31,"8-18-22",dry,8.0,18.0,22.0,100,8
32,"8-24-24",dry,8.0,24.0,24.0,100,8
11,Feather meal (12-0-0),dry,12.0,0.0,0.0,300,8
8,Blood meal (12-1-1),dry,12.0,1.0,1.0,300,8
26,Phosphoric acid (0-54-0),liquid,0.0,54.0,0.0,100,8
27,Liquid urea (23-0-0),liquid,23.0,0.0,0.0,100,8
5,"30-10-0-7S",dry,30.0,10.0,0.0,200,8
16,Sulphate of potash (0-0-50-17S),dry,0.0,0.0,50.0,100,8
20,Urea ammonium nitrate (UAN 30-0-0),liquid,30.0,0.0,0.0,100,8
19,Urea ammonium nitrate (UAN 32-0-0),liquid,32.0,0.0,0.0,100,8
15,Muriate of potash (0-0-62),dry,0.0,0.0,62.0,100,8
9,Bone meal (3-20-0),dry,3.0,20.0,0.0,300,8
23,"12-0-0-26S",liquid,12.0,0.0,0.0,200,8
22,"3-18-18",liquid,3.0,18.0,18.0,200,8
21,Urea ammonium nitrate (UAN 28-0-0),liquid,28.0,0.0,0.0,100,8
7,Ammonium sulphate (21-0-0-24S),dry,21.0,0.0,0.0,100,8
18,Ammonium polyphosphate (10-34-0),liquid,10.0,34.0,0.0,100,8
13,Greensand (0-1-6),dry,0.0,1.0,6.0,300,8
14,"Monoammonium phosphate (MAP, 11-52-0)",dry,11.0,52.0,0.0,100,8
10,"Diammonium phosphate (DAP, 18-46-0)",dry,18.0,46.0,0.0,100,8
12,Fish meal (10-6-2),dry,10.0,6.0,2.0,300,8
25,"0-0-15-9.7S",liquid,0.0,0.0,15.0,200,8
17,Anhydrous ammonia (82-0-0),dry,82.0,0.0,0.0,100,8
15,Muriate of potash (0-0-62),dry,0.0,0.0,62.0,100,9
9,Bone meal (3-20-0),dry,3.0,20.0,0.0,300,9
23,"12-0-0-26S",liquid,12.0,0.0,0.0,200,9
22,"3-18-18",liquid,3.0,18.0,18.0,200,9
21,Urea ammonium nitrate (UAN 28-0-0),liquid,28.0,0.0,0.0,100,9
7,Ammonium sulphate (21-0-0-24S),dry,21.0,0.0,0.0,100,9
17,Anhydrous ammonia (82-0-0),dry,82.0,0.0,0.0,100,9
13,Greensand (0-1-6),dry,0.0,1.0,6.0,300,9
14,"Monoammonium phosphate (MAP, 11-52-0)",dry,11.0,52.0,0.0,100,9
10,"Diammonium phosphate (DAP, 18-46-0)",dry,18.0,46.0,0.0,100,9
12,Fish meal (10-6-2),dry,10.0,6.0,2.0,300,9
25,"0-0-15-9.7S",liquid,0.0,0.0,15.0,200,9
19,Urea ammonium nitrate (UAN 32-0-0),liquid,32.0,0.0,0.0,100,9
18,Ammonium polyphosphate (10-34-0),liquid,10.0,34.0,0.0,100,9
16,Sulphate of potash (0-0-50-17S),dry,0.0,0.0,50.0,100,9
20,Urea ammonium nitrate (UAN 30-0-0),liquid,30.0,0.0,0.0,100,9
27,Liquid urea (23-0-0),liquid,23.0,0.0,0.0,100,9
29,Calcium nitrate (15.5-0-0-18Ca),dry,15.5,0.0,0.0,100,9
28,Ammonium phosphate-sulfate (16-20-0),dry,16.0,20.0,0.0,100,9
3,"18-18-18",dry,18.0,18.0,18.0,200,9
2,"10-16-18",dry,10.0,16.0,18.0,200,9
1,Urea (46-0-0),dry,46.0,0.0,0.0,10,9
24,"20.5-5-0",liquid,20.5,5.0,0.0,200,9
30,Sulphur coated urea (40-0-0),dry,40.0,0.0,0.0,100,9
5,"30-10-0-7S",dry,30.0,10.0,0.0,200,9
4,"18-9-9",dry,18.0,9.0,9.0,200,9
31,"8-18-22",dry,8.0,18.0,22.0,100,9
32,"8-24-24",dry,8.0,24.0,24.0,100,9
11,Feather meal (12-0-0),dry,12.0,0.0,0.0,300,9
8,Blood meal (12-1-1),dry,12.0,1.0,1.0,300,9
26,Phosphoric acid (0-54-0),liquid,0.0,54.0,0.0,100,9
6,Ammonium nitrate (34-0-0),dry,34.0,0.0,0.0,100,9
3,"18-18-18",dry,18.0,18.0,18.0,200,10
2,"10-16-18",dry,10.0,16.0,18.0,200,10
1,Urea (46-0-0),dry,46.0,0.0,0.0,10,10
24,"20.5-5-0",liquid,20.5,5.0,0.0,200,10
30,Sulphur coated urea (40-0-0),dry,40.0,0.0,0.0,100,10
5,"30-10-0-7S",dry,30.0,10.0,0.0,200,10
6,Ammonium nitrate (34-0-0),dry,34.0,0.0,0.0,100,10
31,"8-18-22",dry,8.0,18.0,22.0,100,10
32,"8-24-24",dry,8.0,24.0,24.0,100,10
11,Feather meal (12-0-0),dry,12.0,0.0,0.0,300,10
8,Blood meal (12-1-1),dry,12.0,1.0,1.0,300,10
26,Phosphoric acid (0-54-0),liquid,0.0,54.0,0.0,100,10
28,Ammonium phosphate-sulfate (16-20-0),dry,16.0,20.0,0.0,100,10
4,"18-9-9",dry,18.0,9.0,9.0,200,10
27,Liquid urea (23-0-0),liquid,23.0,0.0,0.0,100,10
29,Calcium nitrate (15.5-0-0-18Ca),dry,15.5,0.0,0.0,100,10
16,Sulphate of potash (0-0-50-17S),dry,0.0,0.0,50.0,100,10
15,Muriate of potash (0-0-62),dry,0.0,0.0,62.0,100,10
9,Bone meal (3-20-0),dry,3.0,20.0,0.0,300,10
23,"12-0-0-26S",liquid,12.0,0.0,0.0,200,10
22,"3-18-18",liquid,3.0,18.0,18.0,200,10
21,Urea ammonium nitrate (UAN 28-0-0),liquid,28.0,0.0,0.0,100,10
7,Ammonium sulphate (21-0-0-24S),dry,21.0,0.0,0.0,100,10
17,Anhydrous ammonia (82-0-0),dry,82.0,0.0,0.0,100,10
20,Urea ammonium nitrate (UAN 30-0-0),liquid,30.0,0.0,0.0,100,10
14,"Monoammonium phosphate (MAP, 11-52-0)",dry,11.0,52.0,0.0,100,10
10,"Diammonium phosphate (DAP, 18-46-0)",dry,18.0,46.0,0.0,100,10
12,Fish meal (10-6-2),dry,10.0,6.0,2.0,300,10
25,"0-0-15-9.7S",liquid,0.0,0.0,15.0,200,10
19,Urea ammonium nitrate (UAN 32-0-0),liquid,32.0,0.0,0.0,100,10
18,Ammonium polyphosphate (10-34-0),liquid,10.0,34.0,0.0,100,10
13,Greensand (0-1-6),dry,0.0,1.0,6.0,300,10
20,Urea ammonium nitrate (UAN 30-0-0),liquid,30.0,0.0,0.0,100,12
21,Urea ammonium nitrate (UAN 28-0-0),liquid,28.0,0.0,0.0,100,12
22,"3-18-18",liquid,3.0,18.0,18.0,200,12
23,"12-0-0-26S",liquid,12.0,0.0,0.0,200,12
24,"20.5-5-0",liquid,20.5,5.0,0.0,200,12
25,"0-0-15-9.7S",liquid,0.0,0.0,15.0,200,12
32,"8-24-24",dry,8.0,24.0,24.0,100,12
27,Liquid urea (23-0-0),liquid,23.0,0.0,0.0,100,12
28,Ammonium phosphate-sulfate (16-20-0),dry,16.0,20.0,0.0,100,12
29,Calcium nitrate (15.5-0-0-18Ca),dry,15.5,0.0,0.0,100,12
30,Sulphur coated urea (40-0-0),dry,40.0,0.0,0.0,100,12
31,"8-18-22",dry,8.0,18.0,22.0,100,12
19,Urea ammonium nitrate (UAN 32-0-0),liquid,32.0,0.0,0.0,100,12
26,Phosphoric acid (0-54-0),liquid,0.0,54.0,0.0,100,12
17,Anhydrous ammonia (82-0-0),dry,82.0,0.0,0.0,100,12
18,Ammonium polyphosphate (10-34-0),liquid,10.0,34.0,0.0,100,12
15,Muriate of potash (0-0-62),dry,0.0,0.0,62.0,100,12
1,Urea (46-0-0),dry,46.0,0.0,0.0,10,12
2,"10-16-18",dry,10.0,16.0,18.0,200,12
3,"18-18-18",dry,18.0,18.0,18.0,200,12
4,"18-9-9",dry,18.0,9.0,9.0,200,12
5,"30-10-0-7S",dry,30.0,10.0,0.0,200,12
6,Ammonium nitrate (34-0-0),dry,34.0,0.0,0.0,100,12
7,Ammonium sulphate (21-0-0-24S),dry,21.0,0.0,0.0,100,12
16,Sulphate of potash (0-0-50-17S),dry,0.0,0.0,50.0,100,12
9,Bone meal (3-20-0),dry,3.0,20.0,0.0,300,12
10,"Diammonium phosphate (DAP, 18-46-0)",dry,18.0,46.0,0.0,100,12
11,Feather meal (12-0-0),dry,12.0,0.0,0.0,300,12
12,Fish meal (10-6-2),dry,10.0,6.0,2.0,300,12
13,Greensand (0-1-6),dry,0.0,1.0,6.0,300,12
14,"Monoammonium phosphate (MAP, 11-52-0)",dry,11.0,52.0,0.0,100,12
8,Blood meal (12-1-1),dry,12.0,1.0,1.0,300,12
1,Urea (46-0-0),dry,46.0,0.0,0.0,10,13
2,"10-16-18",dry,10.0,16.0,18.0,200,13
3,"18-18-18",dry,18.0,18.0,18.0,200,13
4,"18-9-9",dry,18.0,9.0,9.0,200,13
5,"30-10-0-7S",dry,30.0,10.0,0.0,200,13
6,Ammonium nitrate (34-0-0),dry,34.0,0.0,0.0,100,13
7,Ammonium sulphate (21-0-0-24S),dry,21.0,0.0,0.0,100,13
8,Blood meal (12-1-1),dry,12.0,1.0,1.0,300,13
9,Bone meal (3-20-0),dry,3.0,20.0,0.0,300,13
10,"Diammonium phosphate (DAP, 18-46-0)",dry,18.0,46.0,0.0,100,13
11,Feather meal (12-0-0),dry,12.0,0.0,0.0,300,13
12,Fish meal (10-6-2),dry,10.0,6.0,2.0,300,13
13,Greensand (0-1-6),dry,0.0,1.0,6.0,300,13
14,"Monoammonium phosphate (MAP, 11-52-0)",dry,11.0,52.0,0.0,100,13
15,Muriate of potash (0-0-62),dry,0.0,0.0,62.0,100,13
16,Sulphate of potash (0-0-50-17S),dry,0.0,0.0,50.0,100,13
17,Anhydrous ammonia (82-0-0),dry,82.0,0.0,0.0,100,13
18,Ammonium polyphosphate (10-34-0),liquid,10.0,34.0,0.0,100,13
19,Urea ammonium nitrate (UAN 32-0-0),liquid,32.0,0.0,0.0,100,13
20,Urea ammonium nitrate (UAN 30-0-0),liquid,30.0,0.0,0.0,100,13
21,Urea ammonium nitrate (UAN 28-0-0),liquid,28.0,0.0,0.0,100,13
22,"3-18-18",liquid,3.0,18.0,18.0,200,13
23,"12-0-0-26S",liquid,12.0,0.0,0.0,200,13
24,"20.5-5-0",liquid,20.5,5.0,0.0,200,13
25,"0-0-15-9.7S",liquid,0.0,0.0,15.0,200,13
26,Phosphoric acid (0-54-0),liquid,0.0,54.0,0.0,100,13
27,Liquid urea (23-0-0),liquid,23.0,0.0,0.0,100,13
28,Ammonium phosphate-sulfate (16-20-0),dry,16.0,20.0,0.0,100,13
29,Calcium nitrate (15.5-0-0-18Ca),dry,15.5,0.0,0.0,100,13
30,Sulphur coated urea (40-0-0),dry,40.0,0.0,0.0,100,13
31,"8-18-22",dry,8.0,18.0,22.0,100,13
32,"8-24-24",dry,8.0,24.0,24.0,100,13
1,Urea (46-0-0),dry,46.0,0.0,0.0,10,14
2,"10-16-18",dry,10.0,16.0,18.0,200,14
3,"18-18-18",dry,18.0,18.0,18.0,200,14
4,"18-9-9",dry,18.0,9.0,9.0,200,14
5,"30-10-0-7S",dry,30.0,10.0,0.0,200,14
6,Ammonium nitrate (34-0-0),dry,34.0,0.0,0.0,100,14
7,Ammonium sulphate (21-0-0-24S),dry,21.0,0.0,0.0,100,14
8,Blood meal (12-1-1),dry,12.0,1.0,1.0,300,14
9,Bone meal (3-20-0),dry,3.0,20.0,0.0,300,14
10,"Diammonium phosphate (DAP, 18-46-0)",dry,18.0,46.0,0.0,100,14
11,Feather meal (12-0-0),dry,12.0,0.0,0.0,300,14
12,Fish meal (10-6-2),dry,10.0,6.0,2.0,300,14
13,Greensand (0-1-6),dry,0.0,1.0,6.0,300,14
14,"Monoammonium phosphate (MAP, 11-52-0)",dry,11.0,52.0,0.0,100,14
15,Muriate of potash (0-0-62),dry,0.0,0.0,62.0,100,14
16,Sulphate of potash (0-0-50-17S),dry,0.0,0.0,50.0,100,14
17,Anhydrous ammonia (82-0-0),dry,82.0,0.0,0.0,100,14
18,Ammonium polyphosphate (10-34-0),liquid,10.0,34.0,0.0,100,14
19,Urea ammonium nitrate (UAN 32-0-0),liquid,32.0,0.0,0.0,100,14
20,Urea ammonium nitrate (UAN 30-0-0),liquid,30.0,0.0,0.0,100,14
21,Urea ammonium nitrate (UAN 28-0-0),liquid,28.0,0.0,0.0,100,14
22,"3-18-18",liquid,3.0,18.0,18.0,200,14
23,"12-0-0-26S",liquid,12.0,0.0,0.0,200,14
24,"20.5-5-0",liquid,20.5,5.0,0.0,200,14
25,"0-0-15-9.7S",liquid,0.0,0.0,15.0,200,14
26,Phosphoric acid (0-54-0),liquid,0.0,54.0,0.0,100,14
27,Liquid urea (23-0-0),liquid,23.0,0.0,0.0,100,14
28,Ammonium phosphate-sulfate (16-20-0),dry,16.0,20.0,0.0,100,14
29,Calcium nitrate (15.5-0-0-18Ca),dry,15.5,0.0,0.0,100,14
30,Sulphur coated urea (40-0-0),dry,40.0,0.0,0.0,100,14
31,"8-18-22",dry,8.0,18.0,22.0,100,14
32,"8-24-24",dry,8.0,24.0,24.0,100,14
33,"15-8-11",dry,15.0,8.0,11.0,100,14
34,"20-10-6",dry,20.0,10.0,6.0,100,14
35,"15-15-17",dry,15.0,15.0,17.0,100,14
36,"6-20-14",dry,6.0,20.0,14.0,100,14
37,"8-10-20",dry,8.0,10.0,20.0,100,14
38,"3-10-10",liquid,3.0,10.0,10.0,200,14
39,"12-5-8",liquid,12.0,5.0,8.0,200,14
40,"0-10-10",liquid,0.0,10.0,10.0,200,14
41,"16-16-16",dry,16.0,16.0,16.0,100,14
